date,Temperature,stl_residual,STL robust z-score,Rolling IQR,IsolationForest,rolling_median_14,anomaly_votes,is_anomaly_consensus
2024-04-20,24.97183943054357,0.1827373433221311,False,False,False,24.905069499568594,0,False
2024-04-21,24.838299568593616,0.028279671915406368,False,False,False,24.905069499568594,0,False
2024-04-22,24.704759706643657,0.006252954911722952,False,False,False,24.771529637618634,0,False
2024-04-23,24.5712198446937,-0.08273148424710186,False,False,False,24.63798977566868,0,False
2024-04-24,24.437679982743745,-0.041588102130077687,False,False,False,24.504449913718723,0,False
2024-04-25,24.304140120793786,-0.01685770697468314,False,False,False,24.370910051768767,0,False
2024-04-26,24.17060025884383,-0.00010905890752255232,False,False,False,24.237370189818808,0,False
2024-04-27,24.037060396893875,0.05156113500584425,False,False,False,24.103830327868852,0,False
2024-04-28,23.903520534943915,0.025289177270057195,False,False,False,23.970290465918893,0,False
2024-04-29,23.76998067299396,0.017413191269824324,False,False,False,23.836750603968937,0,False
2024-04-30,23.636440811044004,-0.025947377084293066,False,False,False,23.70321074201898,0,False
2024-05-01,23.502900949094045,-0.007208045751042391,False,False,False,23.569670880069026,0,False
2024-05-02,23.36936108714409,-0.008092852536837114,False,False,False,23.436131018119067,0,False
2024-05-03,23.235821225194133,-0.013796285678282061,False,False,False,23.30259115616911,0,False
2024-05-04,23.102281363244174,-0.043265301491427266,False,False,False,23.16905129421915,0,False
2024-05-05,22.968741501294218,0.007418694491004629,False,False,False,23.035511432269196,0,False
2024-05-06,22.835201639344263,0.0366987818586324,False,False,False,22.90197157031924,0,False
2024-05-07,22.701661777394303,0.041035412925690906,False,False,False,22.768431708369285,0,False
2024-05-08,22.568121915444348,0.03129541030989458,False,False,False,22.634891846419325,0,False
2024-05-09,22.434582053494392,-0.0012010109396953794,False,False,False,22.50135198446937,0,False
2024-05-10,22.301042191544433,-0.02687876577567394,False,False,False,22.36781212251941,0,False
2024-05-11,22.167502329594477,-0.134170367632084,False,False,False,22.234272260569455,0,False
2024-05-12,22.03396246764452,-0.013598014984182782,False,False,False,22.1007323986195,0,False
2024-05-13,21.900422605694562,0.04981250640710044,False,False,False,21.967192536669543,0,False
2024-05-14,21.766882743744606,0.07985349749279536,False,False,False,21.833652674719584,0,False
2024-05-15,21.63334288179465,0.11366812226370371,False,False,False,21.70011281276963,0,False
2024-05-16,21.49980301984469,0.08837855187871213,False,False,False,21.56657295081967,0,False
2024-05-17,21.366263157894736,0.15314576416228576,False,False,False,21.485151509922346,0,False
2024-05-18,21.4705,0.3327888855314285,False,False,False,21.41838157894737,0,False
